topico,tema,enunciado,resposta_certa,explicacao,resposta_user,id
tópico 5,"Processamento de linguagem natural: Normalização textual - stop words, estemização, lematização e análise de frequência de termos; ","Questão: No processamento de linguagem natural (PLN), a normalização textual desempenha um papel fundamental no pré-processamento de dados textuais. Dentre as técnicas de normalização, pode-se citar a remoção de stop words, a estemização e a lematização. A análise de frequência de termos também é uma prática comum no âmbito da normalização textual. Considerando essas técnicas, assinale a opção que descreve INCORRETAMENTE uma dessas práticas.

A) A remoção de stop words consiste em eliminar palavras que são comuns e não agregam significado substancial ao texto, como preposições, conjunções e artigos.

B) A estemização é o processo de redução das palavras à sua raiz ou forma base, frequentemente resultando em um termo que não corresponde a uma palavra com significado no idioma.

C) A lematização, ao contrário da estemização, é a redução das palavras ao seu lema, ou seja, sua forma canônica ou de dicionário, garantindo que o resultado seja uma palavra válida no idioma.

D) A análise de frequência de termos é realizada após a estemização e lematização e é utilizada somente para identificar as palavras mais raras em um corpus textual.

E) Tanto a estemização quanto a lematização são abordagens utilizadas para minimizar a complexidade do vocabulário em um corpus e melhorar o desempenho de algoritmos de PLN.

",D,"

Explicação dos itens:

A) Correto. A remoção de stop words é uma prática comum em PLN. Essas palavras são geralmente muito frequentes e portanto menos informativas para muitas tarefas de PLN.

B) Correto. A estemização reduz palavras a uma forma base ou ""stem,"" que pode não ser uma palavra com significado, porque o processo pode ser agressivo e simplesmente cortar sufixos das palavras.

C) Correto. Lematização é um processo mais sofisticado que a estemização, pois busca reduzir as palavras à sua forma lematizada ou de dicionário, o que geralmente resulta em uma palavra com significado no idioma.

D) Incorreto. A análise de frequência de termos pode ser realizada antes ou depois da estemização e lematização, e é comumente usada tanto para identificar termos frequentes quanto raros em um corpus textual. Portanto, não é verdade que ela seja utilizada somente para identificar as palavras mais raras.

E) Correto. Estemização e lematização são técnicas para reduzir a dimensionalidade do vocabulário, o que pode melhorar o desempenho de algoritmos de PLN ao reduzir a variabilidade das formas das palavras.",D,6766818
tópico 3,Programação funcional,"Questão: Dentro dos paradigmas de programação, o paradigma funcional se destaca por suas características particulares e seu modelo de execução baseado em funções matemáticas. Sobre a programação funcional e suas características, analise as afirmativas a seguir e marque a opção correta:

I. Uma das propriedades fundamentais da programação funcional é a imutabilidade, onde os dados não são alterados, mas sim novas cópias são criadas a cada transformação.

II. Em programação funcional, todas as funções são consideradas de primeira classe, o que significa que elas podem ser atribuídas a variáveis, passadas como argumentos e retornadas por outras funções.

III. O uso de funções de alta ordem, que recebem outras funções como argumentos ou retornam funções como resultados, é desencorajado no paradigma funcional devido à complexidade que isso pode introduzir no código.

IV. A transparência referencial é uma característica desejável em programação funcional, onde a mesma função, dada a mesma entrada, sempre retornará o mesmo resultado, sem efeitos colaterais.

Estão corretas as afirmativas:

A) I e II, apenas.
B) I, II e IV, apenas.
C) II, III e IV, apenas.
D) III e IV, apenas.
E) Todas as afirmativas estão corretas.

",B,"

Explicação dos itens:

A) Alternativa incorreta. I e II estão corretas, mas IV também está correta, o que faz a opção A ficar incompleta.

B) Alternativa correta. As afirmativas I, II e IV estão corretas. A imutabilidade é um conceito chave da programação funcional. Funções de primeira classe são fundamentais para um estilo de programação flexível e poderoso, e a transparência referencial é uma característica central da programação funcional que permite a previsibilidade e facilita o raciocínio sobre o código.

C) Alternativa incorreta. III está incorreta, pois as funções de alta ordem são, na verdade, encorajadas e amplamente utilizadas na programação funcional devido à sua flexibilidade e poder de abstração.

D) Alternativa incorreta. III está incorreta enquanto IV está correta, tornando essa opção equivocada.

E) Alternativa incorreta. Apesar de I, II e IV estarem corretas, a afirmativa III está incorreta pois contradiz o que é amplamente aceito no paradigma funcional.",B,7445114
tópico 4,Teorema do limite central,"Questão: A empresa XYZ deseja avaliar a média de tempo que seus clientes gastam no site durante uma visita. A média populacional é desconhecida, mas a empresa dispõe de uma amostra aleatória de tamanho 50, coletada a partir da população de todos os acessos ao site, que é muito grande. Assumindo que os tempos de visita têm uma distribuição com desvio padrão de 5 minutos, a empresa pretende utilizar o Teorema do Limite Central para estimar o intervalo de confiança para a média populacional de tempo de visita ao site.

Com base na amostra, a média de tempo foi calculada em 8 minutos. Qual é o intervalo de confiança de 95% para a média populacional de tempo de visita ao site, sabendo que o valor da distribuição normal padrão (z) para este nível de confiança é aproximadamente 1,96?

A) Entre 6,52 e 9,48 minutos
B) Entre 7,04 e 8,96 minutos
C) Entre 7,20 e 8,80 minutos
D) Entre 6,10 e 9,90 minutos
E) Entre 5,80 e 10,20 minutos

",B,"

Explicações dos itens:

A) Errada. O intervalo de confiança está calculado incorretamente, utilizando um valor diferente de z.

B) Correta. O intervalo de confiança de 95% é calculado usando a fórmula: intervalo = média ± (z * (desvio padrão / sqrt(n))), onde média = 8, z = 1,96, desvio padrão = 5 e n=50. Fazendo os cálculos, encontramos intervalo = 8 ± (1,96 * (5 / sqrt(50))), que resulta em intervalo de 7,04 a 8,96 minutos.

C) Errada. Embora a fórmula correta tenha sido potencialmente usada, o valor de z inserido no cálculo provavelmente está incorreto.

D) Errada. Este intervalo foi calculadocom um valor de z exageradamente alto ou com erro no cálculo do desvio padrão.

E) Errada. Novamente, o intervalo apresenta um cálculo incorreto, indicando possível erro ao utilizar o valor de z ou na operação de divisão pelo tamanho da amostra.
",B,9223009
tópico 0,Soluções de big data: Arquitetura do ecossistema Spark,"Questão:

A plataforma Apache Spark é uma das ferramentas mais populares para processamento de big data. Seu ecossistema é composto por vários componentes que juntos proporcionam uma arquitetura robusta para processamento em larga escala. Qual dos seguintes componentes é o responsável pela abstração de alto nível para a definição de operações de transformação e ação em dados distribuídos e por fornecer uma interface para programação de clusters com tolerância a falhas e processamento de dados paralelo?

A) Apache Hadoop HDFS
B) Apache Mesos
C) Apache Hive
D) Apache Spark Core
E) Apache Spark SQL

",D,"

Explicação dos itens:

A) Apache Hadoop HDFS - O HDFS (Hadoop Distributed File System) é um sistema de arquivos distribuídos projetado para armazenar grandes volumes de dados. Embora seja frequentemente usado com o Spark para armazenamento de dados, ele não é responsável pela abstração de alto nível para operações de transformação e ação em dados distribuídos, função essa que é atribuída ao Apache Spark Core.

B) Apache Mesos - Mesos é um gerenciador de recursos de cluster que também pode ser usado com o Spark. No entanto, sua função principal é alocação de recursos entre aplicações em um cluster, e não a abstração de operações de transformação e ação em dados distribuídos.

C) Apache Hive - Hive é um sistema de armazenamento de dados e consulta que fornece uma linguagem similar ao SQL (HiveQL) para a análise de dados no Hadoop. Apesar de ser capaz de executar operações de transformação e ação, o Hive atua em um nível mais alto e usa o MapReduce (ou Sparks) por baixo dos panos para tarefas de processamento de dados.

D) Apache Spark Core - O Spark Core é o componente fundamental do Spark que fornece a abstração de programação fundamental chamada RDD (Resilient Distributed Dataset) e é responsável por funcionalidades básicas, como tarefas de agendamento, tolerância a falhas e gerenciamento de memória. É ele que proporciona a abstração de alto nível para definição de transformações e ações em conjuntos de dados distribuídos.

E) Apache Spark SQL - Spark SQL é um módulo Spark para processamento de dados estruturados. Embora forneça uma abstração semelhante a SQL para trabalhar com big data, não é o componente responsável pela abstração de operações de transformação e ação em dados distribuídos, sendo essa uma das funções centrais do Spark Core.",A,6761472
tópico 5,"Avaliação de modelos de classificação: treinamento, teste, validação; validação cruzada; métricas de avaliação - matriz de confusão, acurácia, precisão, revocação, F1-score e curva ROC","Questão: A empresa ABC deseja implementar um modelo de classificação para prever a possibilidade de inadimplência de seus clientes. Para avaliar a performance de diferentes algoritmos, o cientista de dados responsável pelo projeto aplicou técnicas de validação cruzada e utilizou várias métricas de desempenho. Considere que ele tenha obtido a matriz de confusão mostrada abaixo para um dos modelos testados:

```
            Predito Não Inadimplente     Predito Inadimplente
Real Não Inadimplente                850                     150
Real Inadimplente                    100                     400
```

Com base nessa matriz de confusão, qual é o valor da revocação (recall) para a classe ""Inadimplente""?

A) 0,85
B) 0,40
C) 0,89
D) 0,80
E) 0,15

",D," A revocação (recall) é definida como a proporção de positivos verdadeiros (casos corretamente identificados pela classe de interesse) em relação ao total de casos reais naquela classe. Para a classe ""Inadimplente"", calculamos a revocação como: (Verdadeiros Positivos) / (Verdadeiros Positivos + Falsos Negativos) = 400 / (400 + 100) = 0,80.

Explicação dos itens:
A) 0,85: Este valor corresponderia à acurácia do modelo (corretos totais divididos pelo total de previsões), não à revocação para a classe ""Inadimplente"".

B) 0,40: Este número representa a proporção de predições corretas do modelo para a classe ""Não Inadimplente"", não a revocação.

C) 0,89: Este número não está relacionado à matriz de confusão fornecida ou a qualquer cálculo derivado dela.

E) 0,15: Este valor não representa nenhuma métrica relevante calculada a partir da matriz de confusão fornecida; parece ser um valor arbitrário e incorreto para a revocação da classe de interesse.",D,5960697
tópico 5,Ajuste de modelos dentro e fora de amostra e overfitting,"Questão:

Qual das seguintes afirmativas melhor explica a relação entre o ajuste de modelos dentro da amostra, o ajuste fora da amostra e o fenômeno conhecido como overfitting?

a) Um modelo com um excelente ajuste dentro da amostra sempre terá um desempenho semelhante fora da amostra, já que isso indica que o modelo capturou bem as relações subjacentes aos dados.

b) Overfitting é uma situação onde o modelo não apresenta capacidade preditiva, seja dentro ou fora da amostra, devido à falta de complexidade do modelo.

c) A complexidade do modelo deve sempre ser aumentada até que o erro de ajuste dentro da amostra seja minimizado, garantindo que o modelo será generalizável para novos dados.

d) Overfitting ocorre quando um modelo se ajusta muito bem aos dados de treino, capturando inclusive ruídos ou padrões aleatórios, o que normalmente resulta em uma performance inferior nas previsões fora da amostra.

e) Um bom ajuste fora da amostra é garantido quando se utiliza grande volume de dados para treinar o modelo, independentemente da complexidade do modelo ou da natureza dos dados.

",D,"

Explicações dos itens:

a) Essa afirmativa é incorreta porque um modelo pode ter um excelente ajuste dentro da amostra (overfitting) e, no entanto, não generalizar bem para novos dados, ou seja, ter um desempenho ruim fora da amostra.

b) Overfitting não ocorre devido à falta de complexidade do modelo. Pelo contrário, é frequentemente o resultado de um modelo excessivamente complexo que se ajusta demais aos detalhes e ruídos específicos da amostra de treinamento.

c) Aumentar a complexidade do modelo de forma contínua para minimizar o erro de ajuste dentro da amostra pode levar ao overfitting. Portanto, essa estratégia não garante que o modelo será generalizável. É importante encontrar um equilíbrio entre a complexidade do modelo e a sua capacidade de generalização.

d) Esta afirmativa está correta, pois overfitting se refere a um modelo que se ajusta muito bem aos dados de treino a ponto de capturar ruídos e padrões que não são generalizáveis. Isso resulta em uma performance pior ao se fazer previsões em novos conjuntos de dados, ou seja, fora da amostra.

e) Um grande volume de dados não garante necessariamente um bom ajuste fora da amostra. A qualidade do ajuste também depende de outros fatores, como a complexidade do modelo e as técnicas utilizadas para evitar o overfitting.",D,3065479
tópico 0,Ingestão de dados em lote (batch),"Questão: Considerando os métodos de processamento de dados, a ingestão em lote (batch) é uma abordagem em que os dados são coletados, processados e movidos em lotes de tamanho considerável dentro de intervalos de tempo específicos. Qual das seguintes opções melhor descreve uma situação na qual a ingestão de dados em lote seria mais vantajosa em comparação com a ingestão em tempo real (streaming)?

A) Em um sistema de monitoramento de tráfego que precisa ajustar os semáforos em tempo real com base no fluxo de veículos.

B) Para um aplicativo de e-commerce que recomenda produtos em tempo real, usando o comportamento online atual do usuário.

C) Quando a análise dos logs de segurança precisa ser realizada quase instantaneamente para detectar e mitigar ataques de rede assim que ocorrem.

D) No processamento de transações financeiras diárias de um banco, que podem ser agregadas ao final do dia para relatórios e análise.

E) Em um sistema de alerta médico que monitora constantemente os sinais vitais dos pacientes para fornecer alertas instantâneos a situações críticas.

",D,"
A ingestão de dados em lote é preferível em cenários onde os dados não precisam ser analisados em tempo real, mas podem ser processados após o término de um evento ou período determinado. Vamos analisar os itens:

A) Errado. Um sistema que precisa ajustar semáforos em tempo real requer a análise de dados em tempo real para ser eficaz.

B) Errado. Um aplicativo que recomenda produtos em tempo real depende do comportamento instantâneo do usuário, requerendo portanto a ingestão e processamento de dados de forma imediata (streaming).

C) Errado. A análise de logs de segurança para detecção e mitigação de ataques precisa ser feita rapidamente para evitar danos, o que significa que a ingestão de dados deve ser em tempo real.

D) Correto. O processamento de transações financeiras diárias pode ser feito após o fechamento dos negócios do dia. Neste cenário, a ingestão em lote é adequada, pois os dados não precisam ser processados imediatamente.

E) Errado. Um sistema de alerta médico requer resposta imediata a condições que podem ser vitais para a saúde do paciente, o que implica a necessidade de ingestão e processamento de dados em tempo real.
",D,4165381
tópico 5,"Rotulação de partes do discurso, part-of-speech tagging; Modelos de representação de texto - N-gramas, modelos vetoriais de palavras (CBOW, Skip-Gram e GloVe), modelos vetoriais de documentos (booleano, TF e TF-IDF, média de vetores de palavras e Paragraph Vector); ","Questão: No contexto de Processamento de Linguagem Natural, um dos desafios é a representação adequada de texto para tarefas como classificação, busca de informação e rotulação de partes do discurso (Part-of-Speech Tagging). Dentre os métodos existentes para representação de texto, qual alternativa descreve corretamente a relação entre modelos de representação de texto e suas aplicações?

A) N-gramas são sequências de 'n' palavras consecutivas e são úteis apenas para rotulação de partes do discurso pois não capturam semântica.

B) CBOW e Skip-Gram são modelos baseados em contagem de palavras que não são eficazes em capturar o contexto onde as palavras são utilizadas.

C) GloVe é um algoritmo de representação de documentos que baseia-se exclusivamente na frequência de termos, ignorando a posição das palavras e o peso dado aos termos mais raros.

D) O modelo booleano é um tipo de representação vetorial de documentos onde apenas a ocorrência ou não de palavras é levada em conta, sem considerar a frequência das palavras.

E) O modelo TF-IDF pondera os termos dos documentos não só pela frequência no documento (TF), mas também pela frequência inversa do termo nos documentos da coleção (IDF), o que o torna eficaz para destacar a importância de palavras raras em um documento específico, sendo útil em sistemas de busca e recuperação de informações.

",E,"

Explicação dos itens:

A) Incorreta. N-gramas capturam contexto local e podem ser usados para outras tarefas além de rotulação de partes do discurso, como modelagem de linguagem e detecção de sequências de palavras frequentes.

B) Incorreta. CBOW (Continuous Bag-of-Words) e Skip-Gram são modelos vetoriais de palavras que capturam contexto e relações semânticas pelo aprendizado em tarefas de previsão de palavras baseadas em seu contexto. Eles não são baseados em contagem e sim em aprendizado de representações vetoriais densas.

C) Incorreta. GloVe (Global Vectors for Word Representation) é um modelo de representação vetorial para palavras que considera a coocorrência global estatísticas da corpus e não é específico para representação de documentos. Ele combina aspectos de matrizes de contagens de palavras e modelos de previsão de palavras para capturar relações semânticas e sintáticas.

D) Correta no que diz sobre o modelo booleano, mas como a questão pediu a relação correta e suas aplicações, esta alternativa é incompleta ao não mencionar suas aplicações.

E) Correta. O modelo TF-IDF é amplamente usado em sistemas de recuperação de informações para a determinação de relevância de um documento com base na unicidade dos termos. Ao ponderar os termos tanto pela sua frequência no documento quanto pela sua frequência inversa nos documentos da coleção, ele consegue diferenciar a importância dos termos e é bem aplicado em sistemas de busca.",D,2483223
tópico 4,Métodos e técnicas de identificação causal: Métodos experimentais RCT e de identificação quase-experimental,"Questão:

O uso de métodos e técnicas para identificação causal é crucial na avaliação de políticas públicas e na pesquisa econômica para estabelecer relações de causa e efeito entre variáveis. Entre essas técnicas, destacam-se os experimentos randomizados controlados (RCT) e métodos de identificação quase-experimental. Considerando esses métodos, avalie as afirmações abaixo e escolha a opção correta.

I. Experimentos randomizados controlados (RCT) envolvem a atribuição aleatória de tratamentos a diferentes grupos de indivíduos, permitindo uma alta confiabilidade na inferência de relações causais, desde que a randomização seja bem implementada e com tamanho de amostra suficiente.

II. Métodos quase-experimentais, como a Regressão Descontínua (RD) e a Diferenças em Diferenças (DiD), são utilizados quando a randomização não é possível ou ética, aproveitando-se de eventos ou regras que afetam arbitrariamente alguns grupos e não outros, criando condições de comparação análogas à experimentação.

III. Uma das desvantagens dos RCTs é que, enquanto eles garantem a internalidade da validade – a causalidade dentro da amostra estudada –, sua validade externa é presumida, pois a capacidade de generalizar os resultados para outras populações não é confirmada pelo método em si.

IV. A validade interna de métodos quase-experimentais é tipicamente mais forte que a dos RCTs, pois ao utilizar situações da vida real, eles automaticamente garantem que as condições do estudo estão mais próximas de cenários não experimentais, favorecendo a generalização dos resultados.

Assinale a alternativa correta.

A) Todas as afirmações estão corretas.

B) Apenas as afirmações I, II e III estão corretas.

C) Apenas as afirmações I e II estão corretas.

D) Apenas as afirmações II, III e IV estão corretas.

E) Apenas as afirmações I e III estão corretas.

",B,"

Explicação dos itens:

I. Correta. Experimentos randomizados controlados dependem da atribuição aleatória e são reconhecidos por sua força no estabelecimento de relações causais. Contudo, a aleatoriedade deve ser bem planejada e a amostra deve ser representativa.

II. Correta. Métodos quase-experimentais são usados quando a randomização não é viável. Eles buscam replicar a lógica de experimentação em situações naturais ou administrativas, onde ocorrem ""experimentos naturais"".

III. Correta. A validade interna dos RCTs é uma de suas principais vantagens, mas a validade externa – a generalização dos resultados para outras populações – não é confirmada pelo RCT em si, e depende de outros fatores, como a representatividade da amostra em relação à população mais ampla.

IV. Incorreta. A validade interna de métodos quase-experimentais geralmente é considerada menos forte do que a dos RCTs devido a potenciais vieses resultantes da não-randomização. Métodos quase-experimentais requerem cuidados adicionais na interpretação dos resultados, pois podem estar sujeitos a vieses de seleção e outras confusões.",C,1144245
tópico 2,Tratamento de outliers e agregações,"Questão:
Durante uma análise de dados, um cientista de dados se depara com um conjunto de dados que contém várias variáveis numéricas. Ao explorar a variável ""idade"", ele percebe que existem valores atípicos (outliers) que podem distorcer as análises estatísticas. Neste contexto, ele decide tratar os outliers antes de prosseguir com o cálculo de medidas agregadas como média, mediana e moda. 

Dentre as opções a seguir, qual é a estratégia mais adequada para tratar os outliers e calcular as medidas agregadas sem a influência dessas observações atípicas?

a) Substituir todos os valores atípicos pela média da variável ""idade"".
b) Eliminar todas as observações que contêm outliers em qualquer variável.
c) Utilizar a mediana para calcular a média e manter os outliers na base de dados.
d) Aplicar uma transformação logarítmica na variável ""idade"" e calcular as medidas agregadas.
e) Calcular os intervalos interquartis para identificar os outliers e substituí-los pela mediana da variável ""idade"".

",E,"

Explicação dos itens:

a) Substituir todos os valores atípicos pela média da variável ""idade"" pode não ser adequado, já que a própria média é sensível a outliers e pode estar distorcida.

b) Eliminar todas as observações que contêm outliers pode resultar em perda significativa de dados, especialmente se os outliers não forem frequentes, o que poderia levar a uma análise enviesada ou a perda de informações importantes.

c) Utilizar a mediana para calcular a média não é lógico, pois são duas medidas diferentes. A mediana pode ser usada para resumir a distribuição central dos dados de forma que não é afetada por outliers, mas não se aplica no cálculo da média.

d) Aplicar uma transformação logarítmica pode ajudar na normalização da distribuição de dados e na redução do efeito dos outliers, mas não os trata diretamente. Além disso, a medida agregada deve ser calculada em relação aos dados originais para manter a interpretabilidade.

e) Calcular os intervalos interquartis (IQR) para identificar os outliers e substituí-los pela mediana da variável ""idade"" é uma estratégia comum para tratar outliers sem perder dados. A mediana é menos sensível a valores atípicos e pode representar melhor a tendência central da variável ""idade"" sem os outliers.",E,7997445
tópico 1,Banco de dados NoSQL,"Questão:
A popularização dos bancos de dados NoSQL ocorreu em paralelo com o crescimento de aplicações que requeriam escalabilidade, alta performance e capacidade de lidar com grandes volumes de dados não estruturados. Em relação aos diferentes tipos de bancos de dados NoSQL, assinale a opção que CORRETAMENTE associa o tipo de banco de dados ao seu modelo de armazenamento de dados:

A) Grafos - Utiliza tabelas com linhas fixas e colunas para armazenar dados e suas relações em forma de grafos.

B) Chave-Valor - Armazena os dados em arrays bidimensionais, conhecidos como buckets, onde cada chave mapeia para um array de valores.

C) Colunar - Organiza os dados por colunas, o que permite a realização de operações rápidas de leitura e escrita em colunas específicas, otimizando o processamento de consultas analíticas.

D) Documento - Estrutura dados em documentos similares a XML ou JSON, onde cada documento é identificado por uma chave única e pode conter hierarquias complexas de dados.

E) Orientado a objetos - Armazena os dados em objetos, onde cada objeto pode ser diretamente acessado sem necessidade de operações JOIN entre tabelas.

",C,"

Explicação dos itens:

A) Grafos - Esta opção está incorreta. Os bancos de dados de grafos não utilizam tabelas no sentido tradicional; em vez disso, eles armazenam dados em nós e arestas para representar e armazenar entidades e suas relações de forma gráfica.

B) Chave-Valor - Esta opção também está incorreta. Bancos de dados baseados em chave-valor armazenam os dados como uma coleção de pares de chave-valor, onde a chave é única e mapeia diretamente para um valor, não para um array de valores como sugerido.

C) Colunar - Esta alternativa é correta. Bancos de dados colunares são otimizados para operações em colunas, facilitando operações analíticas e big data, pois permitem um alto desempenho em leituras e escritas de colunas específicas, ao invés de linhas completas.

D) Documento - Esta opção é parcialmente correta na descrição de bancos de dados de documentos; entretanto, os documentos não são necessariamente estruturados em XML, JSON é mais comum e a chave não é o foco principal na descrição do modelo de armazenamento.

E) Orientado a objetos - Esta alternativa está incorreta. Bancos de dados orientados a objetos armazenam os dados como objetos, como na programação orientada a objetos, mas a característica marcante não é a ausência de operações JOIN, e sim como os dados são representados e armazenados de forma que reflete os objetos do domínio da aplicação.",D,4703446
tópico 1,Álgebra relacional e SQL (padrão ANSI),"Questão: 
Considere as seguintes relações em um banco de dados relacional:

Funcionario(F_id, F_nome, F_departamento_id, Salario)
Departamento(D_id, D_nome, Gerente_id)

Um administrador de banco de dados deseja realizar uma consulta para encontrar os nomes dos funcionários e os respectivos nomes de seus departamentos. Entretanto, a consulta deve incluir apenas aqueles funcionários cujo salário seja superior a R$5.000,00. Utilizando a Álgebra Relacional, qual seria a expressão correta para esta consulta? 

A) π F_nome, D_nome (Funcionario ⨝ F_departamento_id = D_id Departamento) σ Salario > 5000(Funcionario)

B) π F_nome, D_nome (σ Salario > 5000 (Funcionario) ⨝ F_departamento_id = D_id Departamento)

C) π F_nome, D_nome (Funcionario ⨝ F_departamento_id = D_id σ Salario > 5000(Departamento))

D) π F_nome, D_nome (Funcionario) ⨝ σ F_departamento_id = D_id (Salario > 5000(Departamento))

E) π F_nome, D_nome (Funcionario ⨝ Departamento) σ Salario > 5000(Funcionario)

",B,"

Explicação dos itens:

A) Esta opção está incorreta pois a seleção de salário é realizada após a junção das relações, sem a garantia de que apenas os funcionários com salário superior a 5000 serão considerados.

B) Esta opção é a correta pois primeiro faz-se a seleção dos funcionários com salário superior a 5000 e depois a junção com a tabela de departamentos para obter o nome dos departamentos.

C) Esta opção é incorreta porque primeiro realiza a junção das relações e depois tentar aplicar o filtro de salário na relação Departamento, o que é um erro lógico, já que o atributo Salario não faz parte desta relação.

D) Esta opção é incorreta porque aplica a condição de salário somente na relação Departamento e não na relação Funcionario, além de indicar incorretamente a operação de junção.

E) Esta opção está incorreta porque a seleção de funcionários com salário superior a 5000 deve ser feita antes da junção. Aqui, a seleção seria aplicada após a junção, o que não garante o filtro desejado.",E,9089647
tópico 1,"Banco de dados relacional: SQL Server, PostgreSQL, MySQL","Questão: Considere um ambiente de banco de dados empresarial onde é necessário garantir alta disponibilidade e integridade de dados entre servidores de bancos de dados relacionais localizados em geografias distintas. Qual das seguintes soluções é recomendada para replicação e sincronização de dados entre uma instância do SQL Server e uma instância do PostgreSQL, considerando a necessidade de transações em tempo real e a capacidade de lidar com possíveis falhas de rede?

A) Utilização de Foreign Data Wrappers (FDW) no PostgreSQL para conectar diretamente ao SQL Server.

B) Configuração de Linked Servers no SQL Server permitindo consultas diretas ao PostgreSQL.

C) Implementação de um ETL (Extract, Transform, Load) para sincronização periódica dos dados.

D) Uso da ferramenta de replicação SymmetricDS, que suporta sincronização bidirecional entre diferentes sistemas de bancos de dados.

E) Aplicação de MySQL Replication entre o SQL Server e o PostgreSQL considerando o uso de um driver de compatibilidade.

",D,"
Os itens podem ser explicados da seguinte forma:

A) Foreign Data Wrappers (FDW) no PostgreSQL são usados para acessar dados de fontes de dados externas, como outros bancos de dados SQL, mas não são projetados para sincronização contínua e em tempo real.

B) Linked Servers são uma funcionalidade do SQL Server para permitir a execução de consultas em servidores externos, porém, similarmente ao FDW, eles não são desenhados para uma replicação real-time ou sincronização de dados.

C) ETL (Extract, Transform, Load) é uma técnica comumente usada em data warehousing para sincronização periódica de dados, o que pode não ser adequado para sistemas que requerem atualizações em tempo real e podem ter performance comprometida em caso de volumes grandes de dados e transações frequentes.

D) SymmetricDS é uma solução de software de replicação de banco de dados que pode replicar mudanças de dados em tempo real e suporta plataformas mistas. Esta é a opção recomendada dado que ela foi projetada para trabalhar com múltiplos sistemas de gerenciamento de banco de dados (DBMS), incluindo SQL Server e PostgreSQL, e proporcionar alta disponibilidade e falha tolerante em replicação de dados.

E) MySQL Replication é o mecanismo de replicação para bancos de dados MySQL e não é projetado para sincronizar dados entre diferentes DBMSs como SQL Server e PostgreSQL. Adicionalmente, não existe um ""driver de compatibilidade"" que permita a replicação direta entre esses dois sistemas distintos.",A,3255183
tópico 5,Técnicas de classificação: Naive Bayes; Regressão logística; Redes neurais artificiais; Árvores de decisão (algoritmos ID3 e C4.5); Florestas aleatórias (random forest); Máquinas de vetores de suporte (SVM – support vector machines); K vizinhos mais próximos (KNN – K-nearest neighbours),"Questão:
Em um projeto de mineração de dados, um cientista de dados está ponderando qual técnica de classificação utilizar para desenvolver um modelo preditivo capaz de diferenciar com precisão entre mensagens de e-mail spam e não spam. A base de dados contém tanto variáveis categóricas quanto numéricas, um número relativamente grande de registros e espera-se que tenha ruídos nos dados. Considerando essas características e a capacidade das técnicas de classificação, qual das seguintes opções seria a menos adequada para inicialmente abordar essa tarefa?

A) Naive Bayes
B) Regressão logística
C) Redes neurais artificiais
D) Árvores de decisão (algoritmos ID3)
E) K vizinhos mais próximos (KNN – K-nearest neighbours)

",D,"

Explicação dos itens:

A) Naive Bayes: É uma escolha robusta e eficiente para classificação de textos como spam ou não spam. Possui bom desempenho mesmo quando a suposição de independência de características não é totalmente verdadeira. Portanto, não é a menos adequada.

B) Regressão logística: É um método comum para classificação binária e pode fornecer bons resultados para o problema de e-mail spam. Pode lidar bem com variáveis numéricas e categóricas após a devida codificação, então também não é a menos adequada.

C) Redes neurais artificiais: Embora sejam poderosas e flexíveis, as redes neurais exigem um grande volume de dados e são capazes de capturar relações complexas entre atributos. No entanto, sem mencionar a complexidade ou a estrutura de redes necessárias, elas não são automaticamente descartadas como menos adequadas nesta questão.

E) K vizinhos mais próximos (KNN – K-nearest neighbours): O KNN é um algoritmo que não faz suposições sobre a distribuição dos dados, assim é uma opção forte para dados com ruídos e variáveis categóricas e numéricas. Pode ser computacionalmente caro com um grande número de registros, mas não é necessariamente a menos adequada.

D) Árvores de decisão (algoritmos ID3): O algoritmo ID3 é baseado em informações de ganho e tende a favorecer atributos com muitos níveis (ou valores distintos) e pode não ser a melhor opção em casos com ruído e atributos numéricos misturados com categóricos. O sucessor C4.5 poderia lidar melhor devido à poda e ao tratamento de dados contínuos, mas o ID3 pode ser menos adequado aqui devido à sua sensibilidade ao ruído e ao seu tratamento menos sofisticado de diferentes tipos de atributos.",E,4694501
