,topico,tema,enunciado,resposta_certa,explicacao,id
310,tópico 5,"Métricas de similaridade textual - similaridade do cosseno, distância euclidiana, similaridade de Jaccard, distância de Manhattan e coeficiente de Dice","Questão: Em análise de dados textuais, diversas métricas são empregadas para quantificar a similaridade ou distância entre textos. Dentre as afirmações abaixo sobre métricas de similaridade textual, identifique a correta quanto à aplicação e característica de cada uma das seguintes métricas: similaridade do cosseno, distância euclidiana, similaridade de Jaccard, distância de Manhattan e coeficiente de Dice.

A) A similaridade do cosseno é uma métrica que leva em conta a magnitude dos vetores representando os textos e é ideal para textos de comprimentos bastante distintos.

B) A distância euclidiana é uma métrica apropriada para espaços de alta dimensão, como os espaços vetoriais de textos, uma vez que ela não sofre com a maldição da dimensionalidade.

C) A similaridade de Jaccard é uma métrica baseada na interseção sobre a união de termos entre dois conjuntos, sendo particularmente útil quando os pesos dos termos não são relevantes.

D) A distância de Manhattan é calculada somando-se as diferenças absolutas entre as coordenadas correspondentes dos vetores de texto, sendo extremamente sensível às diferenças em dimensões raras nos dados.

E) O coeficiente de Dice é uma medida que compara a similaridade entre amostras considerando apenas as interseções, ignorando a união dos elementos nos conjuntos, o que a torna ideal para dados esparsos.

",C,"

Explicação dos itens:

A) Incorrecto. A similaridade do cosseno mede o ângulo entre dois vetores e é de fato apropriada para comparar textos de diferentes comprimentos, mas porque ela é independente da magnitude (e não porque leva a magnitude em conta).

B) Incorrecto. A distância euclidiana pode não ser a ideal para espaços de alta dimensão devido à maldição da dimensionalidade, onde o aumento das dimensões pode levar a uma perda de significado na medida de distância.

C) Correto. A similaridade de Jaccard é útil para comparar a semelhança entre conjuntos, baseando-se na proporção de interseção para a união dos conjuntos e é eficaz quando os pesos dos elementos não são considerados.

D) Incorrecto. A distância de Manhattan soma as diferenças absolutas das dimensões dos vetores, mas não é extremamente sensível a diferenças em dimensões raras. Ela é sensível à variação em qualquer dimensão e é usada em casos onde as distâncias devem ser tratadas de forma linear.

E) Incorrecto. O coeficiente de Dice considera tanto a interseção quanto o dobro da interseção no denominador, dividido pela soma dos tamanhos dos dois conjuntos. Não ignora a união dos conjuntos e é usado quando a duplicação da interseção é importante para a análise.",4173727
326,tópico 5,"Rotulação de partes do discurso, part-of-speech tagging","Questão:
Considere que um pesquisador em processamento de linguagem natural está trabalhando com rotulação de partes do discurso (Part-of-Speech Tagging - POS Tagging) em um corpus do idioma português. O cientista deseja aplicar um modelo de aprendizado de máquina supervisionado para automatizar o processo de anotação, visando a atribuir etiquetas gramaticais às palavras. Qual das opções abaixo revela uma etapa essencial antes da implementação do algoritmo de POS Tagging, que poderá influenciar diretamente a eficiência do modelo?

A) Conversão de todas as palavras para letras minúsculas para evitar a categorização de palavras iguais como diferentes.
B) Utilização exclusiva de textos literários no treinamento para assegurar uma rica variedade de estruturas gramaticais.
C) Inclusão de etiquetas de emoção no conjunto de dados, ampliando a compreensão semântica das sentenças pelo modelo.
D) Remoção completa de pontuação do texto para simplificar o vocabulário a ser analisado pelo algoritmo.
E) Preparação de um conjunto de dados anotados manualmente que servirá como referência para o treino do algoritmo.

",E,"

Explicação dos itens:

A) A conversão de palavras para letras minúsculas é uma técnica comum em tarefas de processamento de texto, mas pode não ser apropriada para POS Tagging, onde a capitalização pode oferecer pistas importantes para identificação das classes gramaticais, como substantivos próprios. Logo, essa etapa não é essencial e pode ser contraproducente.

B) Embora textos literários possam oferecer diversidade linguística, limitar o treinamento a esse tipo de texto pode reduzir a generalização do modelo, visto que outros gêneros textuais têm estruturas e usos linguísticos que podem não estar presentes na literatura. Portanto, tal exclusividade não é recomendada.

C) As etiquetas de emoção não são diretamente relevantes para o processo de POS Tagging, que lida primariamente com classes gramaticais e não com a análise de sentimentos ou conteúdo emocional das sentenças.

D) A pontuação pode ser crucial na delimitação de sentenças e no entendimento do papel gramatical das palavras adjacentes. Remover totalmente a pontuação pode prejudicar a identificação correta das partes do discurso.

E) A preparação de um conjunto de dados anotados manualmente é essencial para treinar um modelo de aprendizado de máquina supervisionado. O modelo depende desse conjunto para aprender a reconhecer padrões e aplicar as etiquetas corretas, influenciando significativamente a eficiência do modelo no POS Tagging. É a etapa mais relevante antes da implementação do algoritmo.
",1614640
340,tópico 5,"Métricas de similaridade textual - similaridade do cosseno, distância euclidiana, similaridade de Jaccard, distância de Manhattan e coeficiente de Dice","Questão:

Na área de Processamento de Linguagem Natural (PLN), métricas de similaridade textual são fundamentais para diversas aplicações, como recuperação da informação, detecção de plágio, e sistemas de recomendação. Considere um cenário onde dois documentos de texto precisam ser comparados quanto ao seu conteúdo semântico. 

Assinale a opção que descreve corretamente uma métrica de similaridade textual inadequada para mensurar a similaridade semântica entre dois documentos baseando-se apenas na frequência dos termos.

A) Similaridade do Cosseno - mede o cosseno do ângulo entre dois vetores multidimensionais, sendo cada vetor uma representação do documento no espaço de termos.

B) Distância Euclidiana - calcula a raiz quadrada da soma dos quadrados das diferenças entre as coordenadas dos vetores que representam os documentos.

C) Similaridade de Jaccard - computa a similaridade entre dois conjuntos, sendo a divisão do tamanho da interseção pelo tamanho da união dos conjuntos.

D) Distância de Manhattan - soma o valor absoluto das diferenças entre as coordenadas de dois pontos em um espaço n-dimensional.

E) Coeficiente de Dice - considera duas vezes o número de termos comuns entre os documentos dividido pela soma dos termos nos dois documentos.

",B,"

A - Similaridade do Cosseno é uma métrica apropriada para medir a similaridade semântica, pois leva em conta a orientação, mas não a magnitude dos vetores que representam os documentos.

B - A Distância Euclidiana não é a mais indicada para medir similaridade semântica nesse contexto porque ela é mais sensível à magnitude dos vetores do que à sua direção, o que pode não refletir adequadamente a similaridade de conteúdo quando a frequência dos termos é considerada.

C - Similaridade de Jaccard é adequada para textos convertidos em conjuntos de termos, focando na presença ou ausência de termos e não na sua frequência.

D - Distância de Manhattan é uma métrica que pode ser usada na comparação de documentos, pois foca nas diferenças absolutas entre os termos, mas pode não ser tão precisa quanto a similaridade do cosseno para refletir a similaridade semântica.

E - Coeficiente de Dice é outra métrica de similaridade que foca na proporção de termos compartilhados, sendo útil em contextos semânticos.",8631878
370,tópico 5,"Métricas de similaridade textual - similaridade do cosseno, distância euclidiana, similaridade de Jaccard, distância de Manhattan e coeficiente de Dice","Considere um cenário onde um analista de dados está trabalhando com processamento de linguagem natural e análise de similaridade textual entre documentos. O analista deseja escolher uma métrica adequada que possa levar em conta o peso de termos dentro dos documentos e que seja menos afetada pela magnitude dos vetores em comparação com outras técnicas básicas de distância. Além disso, é importante que a métrica escolhida seja normalizada para que o resultado esteja sempre entre 0 e 1. 

Dentre as opções listadas abaixo, qual é a métrica mais apropriada para atender aos requisitos do analista?

A) Distância Euclidiana
B) Similaridade de Jaccard
C) Similaridade do Cosseno
D) Distância de Manhattan
E) Coeficiente de Dice

",C," 
A) Distância Euclidiana - Essa métrica mede a distância 'direta' entre dois pontos em um espaço multidimensional, o que pode ser afetado pela magnitude dos vetores, não sendo normalizada entre 0 e 1.

B) Similaridade de Jaccard - Essa métrica mede a similaridade e diversidade entre conjuntos de amostras. É mais comumente usada para medir a similaridade entre conjuntos de dados binários, não levando em conta o peso dos termos.

C) Similaridade do Cosseno - Esta é a métrica adequada para a situação descrita. Ela mede o cosseno do ângulo entre dois vetores em um espaço de atributos, é normalizada entre 0 e 1 independentemente da magnitude dos vetores, dando atenção ao peso dos termos devido à forma como os vetores são construídos com base na frequência dos termos.

D) Distância de Manhattan - Essa métrica soma as diferenças absolutas de seus componentes e pode ser interpretada como o caminho que seria percorrido para se mover de um ponto a outro se um 'grid' como em uma cidade fosse usado para viagens, onde apenas movimentos ortogonais são possíveis. Não é normalizada e pode ser afetada pela magnitude dos vetores.

E) Coeficiente de Dice - Esta métrica é semelhante à Similaridade de Jaccard na medida em que é usada para avaliar a similaridade entre dois conjuntos, porém não leva em conta o peso dos termos e também não é sempre normalizada entre 0 e 1.",6193618
379,tópico 6,Métodos e técnicas de identificação causal: Métodos experimentais RCT e de identificação quase-experimental,"Questão:
A eficácia de métodos experimentais e quase-experimentais para a identificação causal em ciências sociais tem sido amplamente discutida. Entre estes métodos, os Ensaios Controlados Randomizados (RCTs) e os de Identificação Quase-Experimental desempenham papéis críticos. Com relação a esses métodos, avalie as seguintes afirmações:

I. RCTs são considerados o ""padrão-ouro"" para determinar relações causais, pois a randomização ajuda a eliminar o viés de seleção e confundimento de variáveis.
II. Métodos quase-experimentais, como a avaliação por diferença em diferenças (DiD), podem ser aplicados em situações onde a randomização não é possível, embora os resultados possam estar sujeitos a viés de eventos concomitantes não observados.
III. Tanto os RCTs quanto os métodos quase-experimentais sempre garantem a identificação de efeitos causais puros, independentemente das circunstâncias e contexto aplicados.

É correto o que se afirma em:

A) I, apenas.
B) II, apenas.
C) I e II, apenas.
D) III, apenas.
E) I, II e III.

",C," 

Explicação dos itens:

I. Esta afirmação é verdadeira, uma vez que a principal vantagem dos RCTs é a randomização, que ajuda a criar grupos de tratamento e controle comparáveis, permitindo assim uma estimativa causal mais precisa ao eliminar ou reduzir o viés de seleção e confundimento.

II. Esta afirmação também é verdadeira. Métodos quase-experimentais, como DiD, são utilizados quando a randomização não é viável por motivos éticos, práticos ou por restrições de tempo. Eles esforçam-se para simular um experimento e podem proporcionar estimativas causais razoáveis, porém, estão mais suscetíveis a viés causado por variáveis não observadas ou eventos concomitantes que podem impactar tanto o grupo de tratamento quanto o grupo de controle.

III. Esta afirmação é falsa. Embora RCTs e métodos quase-experimentais sejam projetados para identificar relações causais, eles têm limitações e não podem garantir a identificação de efeitos causais puros em todas as circunstâncias. A validade dos resultados depende da adequada aplicação dos métodos e do controle sobre possíveis fontes de viés.",5093924
387,tópico 6,Testes de hipóteses: teste-z; teste-t; valorp; testes para uma amostra; testes de comparação de duas amostras; teste de normalidade (chi square); e intervalos de confiança.,"Questão: Um pesquisador deseja comparar o tempo médio de resposta a um medicamento entre dois grupos distintos de pacientes. O grupo A, com uma amostra de 50 pacientes, apresentou média de tempo de resposta de 8,4 horas com um desvio padrão de 1,2 horas, enquanto o grupo B, com uma amostra de 60 pacientes, registrou uma média de tempo de resposta de 7,8 horas com um desvio padrão de 1,4 horas. Assumindo uma variância comum e desconhecida entre as populações e um nível de significância de 5%, qual seria o teste estatístico mais apropriado para comparar os tempos médios de resposta dos dois grupos e qual seria a decisão correta baseada nesse teste?

A) Teste-Z para duas amostras, não rejeitar a hipótese nula.
B) Teste-Z para duas amostras, rejeitar a hipótese nula.
C) Teste-t para duas amostras independentes, não rejeitar a hipótese nula.
D) Teste-t para duas amostras independentes, rejeitar a hipótese nula.
E) Teste de normalidade (chi-square), não rejeitar a hipótese nula.

",D," 

Explicação:
A) Teste-Z para duas amostras é geralmente usado quando conhecemos as variâncias das populações ou quando as amostras são suficientemente grandes (geralmente n > 30 é considerado grande). No entanto, aqui as variâncias são desconhecidas e assumidas como comuns, tornando essa opção incorreta.
B) Mesma explicação da alternativa A, mas acrescentando que a decisão sobre rejeitar ou não a hipótese nula dependeria do cálculo do valor-p, não podendo ser determinada apenas com as informações fornecidas.
C) Teste-t para duas amostras independentes é o teste correto aqui, uma vez que as variâncias são desconhecidas e as amostras não são excepcionalmente grandes. No entanto, não podemos definir se devemos ou não rejeitar a hipótese nula sem realizar os cálculos.
D) Esta é a resposta correta, pois o teste-t para duas amostras independentes é o teste apropriado para comparar duas médias de amostras independentes com variâncias desconhecidas e assumidamente iguais. O pesquisador deve então calcular o valor-t e compará-lo com o valor crítico do teste-t para um nível de significância de 5%. Se o valor-t calculado excede o valor crítico, rejeita-se a hipótese nula.
E) O teste de normalidade (chi-square) é utilizado para verificar se uma distribuição de frequências se ajusta a uma distribuição teórica, como a normal. Não é o teste adequado para comparar médias entre grupos.",3863518
390,tópico 6,Modelos probabilísticos gráficos: cadeias de Markov; filtros de Kalman; Redes bayesianas,"Questão: Uma empresa de transporte deseja otimizar seu sistema de envio de cargas, tendo em conta a probabilidade de atrasos devido a condições climáticas adversas. Para isso, a equipe de logística está considerando aplicar modelos probabilísticos gráficos na previsão de incidentes que podem afetar o prazo de entrega. Qual das seguintes abordagens é mais adequada para modelar a sequência temporal de eventos envolvendo atrasos condicionados ao estado do clima e outras variáveis observáveis, com o objetivo de predizer o risco de atraso na entrega?

A) Utilizar uma Rede Bayesiana estática, já que esse modelo é eficiente na captura de todas as dependências entre variáveis envolvidas no processo.

B) Implementar uma cadeia de Markov, pois este modelo é adequado para representar processos estocásticos que possuem o princípio de Markov (sem memória), onde a previsão do próximo estado depende apenas do estado atual.

C) Desenvolver filtros de Kalman que são ótimos para lidar com variáveis aleatórias contínuas e observações ruidosas, o que se aplica diretamente na previsão de atrasos baseada em medições meteorológicas imprecisas.

D) Incorporar modelos de filas e teoria das filas para prever com precisão os tempos de espera dado o número de cargas e de veículos disponíveis, independentemente de outros fatores.

E) Aplicar uma cadeia de Markov oculta, pois além de considerar as transições de estados como numa cadeia de Markov, este modelo permite lidar com eventos não diretamente observáveis, como é o caso da condição real do clima.

",E," 

A alternativa E está correta porque as cadeias de Markov ocultas são ideais para modelar processos em que existe uma sequência temporal de eventos observáveis que são influenciados por estados internos não observáveis. No contexto da questão, os estados não observáveis seriam as condições climáticas reais, e os eventos observáveis seriam os atrasos de entrega da empresa de transporte. 

- A alternativa A é incorreta, pois as Redes Bayesianas estáticas são mais adequadas para representar as relações causais entre variáveis em um dado ponto no tempo e não são ideais para sequências temporais.
- A alternativa B é inadequada, uma cadeia de Markov simples não leva em conta variáveis observáveis e não observáveis e é limitada às transições de estado baseadas no estado presente.
- A alternativa C, os filtros de Kalman, são usados primariamente para sistemas dinâmicos lineares em tempo contínuo e podem não ser ideais para modelar a sequência discreta de atrasos de entrega.
- A alternativa D não é a mais apropriada, pois a teoria das filas é mais focada em processos de serviço e espera, e não leva em conta a complexidade de variáveis como as condições climáticas na modelagem de atrasos.",5960198
400,tópico 6,Modelos probabilísticos gráficos: cadeias de Markov; filtros de Kalman; Redes bayesianas,"Questão: Em um sistema de monitoramento meteorológico, está sendo implementado um modelo probabilístico para prever o estado do tempo em uma determinada região. Para tal, pesquisadores optaram por utilizar uma cadeia de Markov para modelar as transições diárias do tempo, considerando três estados principais: Ensolarado, Nublado e Chuvoso. Segundo o histórico de dados, as transições de estado são conforme as seguintes probabilidades: P(Ensolarado|Nublado) = 0.3, P(Chuvoso|Nublado) = 0.4, P(Nublado|Chuvoso) = 0.5, e P(Ensolarado|Chuvoso) = 0.1. Se um dia particular amanheceu nublado, qual é a probabilidade de que em dois dias o tempo esteja ensolarado?

A) 0.03
B) 0.09
C) 0.12
D) 0.18
E) 0.27

",C,"

Explicação dos itens:

A) 0.03: Este valor é muito baixo e não corresponde ao cálculo correto da probabilidade de dois passos da transição de Nublado para Ensolarado.

B) 0.09: Este valor sugere um simples quadrado da probabilidade de um único passo, que não leva em consideração a variação de estados intermediários.

C) 0.12: Esse é o valor correto. Para calcular a probabilidade de estar Ensolarado depois de dois dias, é necessário considerar todas as transições possíveis através dos estados intermediários e depois somá-los. No caso: P(Ensolarado|Nublado no segundo dia) = P(Nublado|Nublado no primeiro dia) * P(Ensolarado|Nublado no segundo dia) + P(Chuvoso|Nublado no primeiro dia) * P(Ensolarado|Chuvoso no segundo dia) = 0.3 * 0.3 + 0.4 * 0.1 = 0.09 + 0.04 = 0.13 (aproximadamente 0.12 arredondado dependendo dos critérios de arredondamento).

D) 0.18: Este valor pode ser confundido se considerarmos apenas o produto das probabilidades de Nublado para Ensolarado e de Nublado para Chuvoso, mas não leva em conta a probabilidade de transição do segundo dia.

E) 0.27: Este valor é a multiplicação direta da probabilidade de Nublado para Ensolarado consigo mesma, o que seria o cálculo para dois dias consecutivos de transição direta de Nublado para Ensolarado, o que não é possível no cenário descrito.",2061315
402,tópico 6,Tipos de viés no processo gerador dos dados e soluções: Sampling bias; Selection bias; Attrition bias; Reporting bias; Measurement bias.,"Questão:

A qualidade da pesquisa científica frequentemente depende da precisão e da representatividade dos dados coletados. Vieses no processo gerador dos dados podem comprometer a validade interna e externa dos resultados. Considerando os diferentes tipos de viés que podem ocorrer na coleta e análise de dados em estudos observacionais e experimentais, indique qual alternativa corretamente associa um tipo de viés com a sua definição ou exemplo:

A) Sampling bias - ocorre quando as conclusões de um estudo são sistematicamente diferentes das verdadeiras características da população alvo, como o overfitting de um modelo estatístico.

B) Selection bias - refere-se a erros sistemáticos que ocorrem devido à maneira não aleatória em que os participantes são selecionados para o estudo, o que afeta a generalização dos resultados para a população alvo.

C) Attrition bias - um tipo de viés associado ao excesso de precisão nas medições, levando a uma superestimação da significância estatística dos resultados.

D) Reporting bias - a tendência de subestimar os efeitos adversos de um tratamento devido ao foco apenas nos casos de sucesso, excluindo os fracassos da publicação.

E) Measurement bias - um viés causado pela perda de participantes ao longo do estudo, o que pode resultar em diferenças sistemáticas entre os participantes que permanecem e os que desistem.

",B,"

Explicação dos itens:

A) Sampling bias se refere ao viés introduzido quando os participantes de uma pesquisa ou estudo não são representativos de toda a população. O overfitting de um modelo estatístico é um problema relacionado, mas não é um exemplo de sampling bias.

B) Selection bias é corretamente descrito como o viés devido à seleção não aleatória dos participantes, o que pode afetar a generalização dos resultados do estudo para a população de interesse. Isso pode ocorrer, por exemplo, se os participantes que se oferecem para um estudo têm características diferentes daqueles que não se oferecem (auto-seleção).

C) Attrition bias refere-se ao viés que pode surgir quando há uma perda diferencial de participantes durante um estudo. Por exemplo, se participantes com certos comportamentos relacionados ao estudo são mais propensos a abandoná-lo, o viés de atrito pode influenciar os resultados finais.

D) Reporting bias se refere ao viés que ocorre quando nem todos os resultados de um estudo são igualmente reportados, geralmente se concentrando nos resultados positivos e ignorando os negativos ou não significativos.

E) Measurement bias ocorre quando há erro sistemático nos métodos de medição utilizados em um estudo. Por exemplo, se um equipamento de medição é calibrado incorretamente e favorece uma determinada direção de desvio em todas as medições.",6212204
413,tópico 6,Métodos e técnicas de identificação causal: Métodos experimentais RCT e de identificação quase-experimental,"Questão: 

No contexto de estudos econômicos e sociais, a identificação causal é fundamental para a compreensão dos efeitos de políticas públicas e intervenções variadas. Métodos experimentais e quase-experimentais oferecem diferentes abordagens para essa identificação. Considerando isso e os métodos em pauta, avalie as seguintes afirmações e escolha a opção correta.

I. Experimentos randomizados controlados (RCTs) são considerados o padrão ouro para a identificação causal, pois proporcionam um alto grau de controle sobre as variáveis de interesse, através da aleatorização na distribuição dos sujeitos pelos grupos de tratamento e controle.

II. Os métodos quase-experimentais são empregados quando a randomização não é possível ou ética, como no caso de estudos retrospectivos. Estes métodos dependem de técnicas estatísticas para controlar possíveis variáveis de confusão e simular uma aleatorização artificial.

III. A principal diferença entre métodos experimentais e quase-experimentais é que no primeiro todas as variáveis são controladas pelo pesquisador, enquanto no segundo, algumas variáveis não podem ser controladas e requerem ajustes adicionais na análise.

IV. O risco de viés de seleção é inexistente em RCTs, enquanto em métodos quase-experimentais esse risco é alto e, muitas vezes, incontornável.

Assinale a opção que contém todas as afirmativas corretas.

A) I, II e III apenas.
B) II e IV apenas.
C) I e III apenas.
D) I, II e IV apenas.
E) I, II, III e IV.

",A,"

Explicação dos itens:

I. Correta. Os experimentos randomizados controlados (RCTs) de fato são considerados o padrão ouro na identificação causal, já que a randomização ajuda a equilibrar as características observáveis e não observáveis entre grupos de tratamento e controle.

II. Correta. Métodos quase-experimentais, como estudos de caso-controle, diferença-em-diferenças (DiD), regressão descontínua, entre outros, tentam se aproximar da aleatorização quando essa não é possível, por meio de ajustes estatísticos que tentam controlar variáveis de confundimento.

III. Correta. Esta afirmativa descreve corretamente a distinção entre os métodos experimentais, onde o pesquisador tem controle sobre a alocação dos sujeitos, e métodos quase-experimentais, que se utilizam de eventos naturais ou políticas específicas como ""experimentos naturais"", requerendo mais esforço em controlar variáveis externas e possíveis viéses.

IV. Incorreta. Mesmo em RCTs, o viés de seleção pode ocorrer, especialmente se a alocação aleatória for comprometida ou se houver desistências diferenciadas entre os grupos. Em métodos quase-experimentais, o risco de viés de seleção é uma preocupação importante, mas estratégias metodológicas são empregadas para minimizar esse risco, como pareamento e uso de variáveis instrumentais, não sendo necessariamente ""incontornável"".",340396
418,tópico 6,Testes de hipóteses: teste-z; teste-t; valorp; testes para uma amostra; testes de comparação de duas amostras; teste de normalidade (chi square); e intervalos de confiança.,"Questão:

Numa pesquisa sobre a eficiência de um novo medicamento para redução da pressão arterial, os pesquisadores realizam um estudo com 25 pacientes e observaram uma redução média da pressão sistólica de 8 mmHg, com um desvio-padrão de 12 mmHg. Os pesquisadores desejam testar se o medicamento é eficaz na redução da pressão arterial sistólica. Considerando o nível de significância de 0,05 e sabendo que a pressão sistólica em uma população sem o tratamento segue uma distribuição normal com média de 130 mmHg, qual seria o teste estatístico mais apropriado a ser utilizado e qual seria a conclusão correta?

A) Teste-z, rejeita-se a hipótese nula de que a média de pressão sistólica é igual a 130 mmHg.
B) Teste-t, não se rejeita a hipótese nula de que a média de pressão sistólica com o medicamento é igual a 130 mmHg.
C) Teste-t, rejeita-se a hipótese nula de que a média de pressão sistólica com o medicamento é igual a 130 mmHg.
D) Teste de normalidade (chi-square), rejeita-se a hipótese nula de que os dados provêm de uma distribuição normal.
E) Intervalo de confiança, o intervalo de 95% para a média da pressão sistólica com o medicamento não inclui o valor de 130 mmHg.

",C," 

Explicação dos itens:

A) Incorreto. O teste-z é geralmente utilizado quando se tem uma amostra grande (n > 30) ou quando a variância da população é conhecida. No caso apresentado, a amostra é pequena (n = 25) e não se tem informações sobre a variância da população.

B) Incorreto. O teste-t é o teste correto a ser utilizado devido ao tamanho da amostra ser menor que 30. No entanto, dizer que não se rejeita a hipótese nula sem informação sobre o resultado do teste ou o valor-p é errado.

C) Correto. Com uma amostra de tamanho 25, deve-se utilizar o teste-t para testar se a média de pressão sistólica com o medicamento é diferente de 130 mmHg. Sem os dados do teste propriamente dito, esta é a única opção que se apresenta correta no contexto de rejeição da hipótese nula considerando que queremos testar a eficácia do medicamento.

D) Incorreto. O teste de normalidade (chi-square) é usado para determinar se uma distribuição de dados é ou não normal e não está diretamente relacionado a eficácia do medicamento.

E) Incorreto. Intervalos de confiança podem ser usados para inferir sobre a média da população, mas a questão pede especificamente por um teste de hipóteses, e o intervalo de confiança não é um teste per se. Ademais, a questão requer uma decisão de rejeitar ou não rejeitar a hipótese nula, o que não é resolvido diretamente pelo fornecimento de um intervalo de confiança.",3201218
419,tópico 6,"Diagramas causais: gráficos acíclicos dirigidos; variáveis confundidoras, colisoras e de mediação","Questão: Em um estudo sobre os efeitos de um novo programa de exercícios físicos sobre a saúde cardiovascular, um pesquisador elabora um diagrama causal usando gráficos acíclicos dirigidos (DAGs). O objetivo é identificar as relações entre o programa de exercícios (variável independente), saúde cardiovascular (variável dependente), e outras variáveis que possam influenciar esta relação. Considere as seguintes variáveis adicionais:

1. Dieta equilibrada
2. Histórico genético de doenças cardíacas
3. Nível de estresse

Dentre estas, qual variável seria classificada como confundidora no estudo e deveria ser controlada para se estabelecer o efeito causal do programa de exercícios sobre a saúde cardiovascular?

A) Dieta equilibrada
B) Histórico genético de doenças cardíacas
C) Nível de estresse
D) Todas as variáveis acima

",A,"

Explicação dos itens:

A) Dieta equilibrada - Correto. A dieta equilibrada pode influenciar tanto a adesão ao programa de exercícios quanto a saúde cardiovascular, fazendo desta uma variável confundidora que está associada à exposição e ao resultado. Controlar por dieta é essencial para isolar o efeito do programa de exercícios sobre a saúde cardiovascular.

B) Histórico genético de doenças cardíacas - Não é a alternativa correta. Apesar de o histórico genético estar associado à saúde cardiovascular, ele não é influenciado pela exposição (programa de exercícios), logo não é uma variável confundidora neste contexto.

C) Nível de estresse - Não é a alternativa correta. Embora o nível de estresse possa afetar a saúde cardiovascular, ele não é necessariamente uma variável confundidora, a menos que se demonstre que também está relacionado à exposição ao programa de exercícios. A questão não fornece informações suficientes para determinar essa relação.

D) Todas as variáveis acima - Não é a alternativa correta porque, conforme explicado anteriormente, nem todas as variáveis listadas são confundidoras neste estudo. Apenas a dieta equilibrada tem a clara indicação de ser uma variável confundidora que deve ser controlada.",8888136
432,tópico 0,Conceitos de processamento massivo e paralelo,"Questão: Em cenários de Big Data, processamento massivo e paralelo são fundamentais para viabilizar análises em grandes volumes de dados. Dentre as arquiteturas e ferramentas utilizadas para esse fim, destaca-se o framework Apache Hadoop, que implementa o modelo de programação MapReduce. Considerando o funcionamento do modelo MapReduce e seus componentes no ecossistema Hadoop, analise as afirmativas a seguir:

I. O procedimento Map é responsável pela filtragem e ordenação dos dados, enquanto o Reduce realiza a agregação dos resultados, funcionando essencialmente de maneira sequencial após a etapa Map.

II. O Hadoop Distributed File System (HDFS) é projetado para armazenar volumes massivos de dados de maneira distribuída, permitindo o processamento paralelo dos dados por meio de alta disponibilidade e tolerância a falhas.

III. A fase de Shuffle and Sort ocorre após a fase de Map e antes da fase de Reduce, envolvendo a organização dos dados de saída do Map em grupos de acordo com as chaves intermediárias geradas, facilitando seu processamento subsequente pelo Reduce.

IV. Em um ambiente Hadoop, todas as operações de processamento de dados necessitam ser escritas no modelo MapReduce, excluindo a possibilidade de uso de outras abstrações e linguagens de consulta, como Apache Pig e Hive.

É correto o que se afirma em:

A) I, II e III, apenas.
B) II, III e IV, apenas.
C) I e IV, apenas.
D) II e III, apenas.
E) Todas as afirmativas estão corretas.

",A,"

Explicações dos itens:

I. Correta. O Map é a primeira fase do MapReduce, onde cada tarefa de mapeamento processa um bloco de dados de entrada, realiza o filtramento e sort, e prepare as informações em pares chave/valor. A fase de Reduce, que é essencialmente a segunda parte do processo, é onde a agregação ou sumarização dos dados é realizada.

II. Correta. O HDFS é o sistema de arquivos distribuídos do Hadoop, projetado para armazenar grandes volumes de dados distribuídos entre vários nodos, o que permite o processamento paralelo e oferece alta disponibilidade e resistência a falhas.

III. Correta. A fase de Shuffle and Sort é o processo intermediário entre a fase de Map e de Reduce. Durante o Shuffle, os pares chave/valor produzidos pela fase Map são transferidos para a máquina onde será executada a tarefa de Reduce correspondente. Já o Sort é o processo de ordenação desses pares antes da execução do Reduce.

IV. Incorreta. A afirmação IV é falsa porque o Hadoop permite o uso de outros paradigmas de processamento e linguagens além de MapReduce. Apache Pig, por exemplo, é uma plataforma para análise de grandes conjuntos de dados que consiste em uma linguagem de alto nível para expressar programas de processamento de dados com Hadoop, e Hive é um armazenamento de dados em Hadoop que fornece uma abstração semelhante ao SQL para consultas. Isso mostra que o Hadoop suporta múltiplas abstrações para processamento de dados.",6964925
